rank,word,total,length
1386,appropriate,31104,11
1387,tape,31092,4
1388,finding,31073,7
1389,schedule,31027,8
1390,path,30980,4
1391,egg,30967,3
1392,anybody,30952,7
1393,grab,30887,4
1394,japanese,30877,8
1395,regular,30849,7
1396,moral,30791,5
1397,coffee,30774,6
1398,wake,30750,4
1399,regard,30747,6
1400,competition,30737,11
1401,mostly,30731,6
1402,failure,30725,7
1403,religion,30711,8
1404,minister,30707,8
1405,aid,30608,3
1406,anyway,30557,6
1407,negative,30550,8
1408,critic,30377,6
1409,baseball,30329,8
1410,voter,30323,5
1411,pair,30267,4
1412,reading,30265,7
1413,wine,30229,4
1414,gift,30217,4
1415,quarter,30146,7
1416,classroom,30080,9
1417,soft,30054,4
1418,unless,30050,6
1419,hey,30050,3
1420,gather,30028,6
1421,smoke,30012,5
1422,e-mail,29987,NA
1423,survive,29964,7
1424,tip,29904,3
1425,snow,29897,4
1426,equipment,29894,9
1427,hell,29840,4
1428,intelligence,29821,12
1429,afraid,29810,6
1430,shoe,29749,4
1431,affair,29709,6
1432,criminal,29708,8
1433,smell,29669,5
1434,combine,29626,7
1435,empty,29615,5
1436,responsible,29575,11
1437,stretch,29450,7
1438,frame,29434,5
1439,broad,29419,5
1440,construction,29406,12
1441,secretary,29390,9
1442,historical,29362,10
1443,category,29332,8
1444,foundation,29294,10
1445,root,29289,4
1446,novel,29279,5
1447,advance,29274,7
1448,wonderful,29268,9
1449,ignore,29257,6
1450,shut,29183,4
1451,transfer,29181,8
1452,insist,29171,6
1453,slightly,29156,8
1454,map,29119,3
1455,commit,29114,6
1456,growing,29098,7
1457,arrest,29091,6
1458,clothes,29076,7
1459,assessment,29064,10
1460,suspect,29052,7
1461,connection,29027,10
1462,reaction,28995,8
1463,location,28981,8
1464,background,28959,10
1465,web,28918,3
1466,neighbor,28917,8
1467,sweet,28899,5
1468,online,28832,6
1469,aim,28757,3
1470,active,28693,6
1471,actor,28686,5
1472,apparently,28680,10
1473,healthy,28678,7
1474,hire,28668,4
1475,extra,28666,5
1476,participate,28621,11
1477,victory,28602,7
1478,climb,28582,5
1479,threaten,28578,8
1480,deny,28575,4
1481,purchase,28567,8
1482,bone,28544,4
1483,sugar,28497,5
1484,twice,28451,5
1485,chicken,28429,7
1486,flower,28420,6
1487,neck,28407,4
1488,literature,28329,10
1489,launch,28329,6
1490,extend,28324,6
1491,relatively,28295,10
1492,governor,28242,8
1493,institute,28241,9
1494,destroy,28210,7
1495,bus,28185,3
1496,giant,28168,5
1497,monitor,28083,7
1498,thin,28013,4
1499,knee,27986,4
1500,united,27965,6
1501,request,27960,7
1502,remind,27902,6
1503,yesterday,27892,9
1504,bond,27884,4
1505,educational,27880,11
1506,medicine,27859,8
1507,application,27781,11
1508,valley,27763,6
1509,kick,27693,4
1510,football,27691,8
1511,representative,27685,14
1512,israeli,27656,7
1513,variable,27631,8
1514,poll,27607,4
1515,democracy,27561,9
1516,lip,27462,3
1517,aware,27449,5
1518,device,27382,6
1519,tall,27360,4
1520,dangerous,27358,9
1521,print,27321,5
1522,breath,27313,6
1523,storm,27273,5
1524,writing,27257,7
1525,instruction,27235,11
1526,depend,27226,6
1527,plate,27158,5
1528,fully,27120,5
1529,contrast,27092,8
1530,importance,26981,10
1531,van,26970,3
1532,code,26929,4
1533,slip,26897,4
1534,birth,26890,5
1535,eastern,26882,7
1536,weather,26876,7
1537,sir,26803,3
1538,cast,26766,4
1539,addition,26717,8
1540,teaching,26703,8
1541,famous,26669,6
1542,expression,26661,10
1543,leaf,26643,4
1544,plastic,26626,7
1545,sight,26591,5
1546,studio,26579,6
1547,familiar,26574,8
1548,session,26562,7
1549,colleague,26543,9
1550,pool,26498,4
1551,domestic,26483,8
1552,mental,26472,6
1553,minority,26467,8
1554,yellow,26463,6
1555,alive,26440,5
1556,select,26428,6
1557,pocket,26419,6
1558,slide,26395,5
1559,glance,26392,6
1560,obtain,26380,6
1561,teaspoon,26340,8
1562,repeat,26255,6
1563,works,26252,5
1564,arab,26228,4
1565,injury,26222,6
1566,fellow,26209,6
1567,bridge,26196,6
1568,liberal,26190,7
1569,palestinian,26185,11
1570,blame,26087,5
1571,chemical,26068,8
1572,cash,26050,4
1573,signal,26037,6
1574,peer,26025,4
1575,ticket,25996,6
1576,explore,25991,7
1577,package,25955,7
1578,supreme,25863,7
1579,meaning,25857,7
1580,planet,25841,6
1581,urban,25836,5
1582,presidential,25798,12
1583,lots,25771,4
1584,engine,25763,6
1585,otherwise,25750,9
1586,athlete,25750,7
1587,capture,25698,7
1588,shadow,25685,6
1589,pop,25648,3
1590,software,25614,8
1591,strange,25611,7
1592,nurse,25605,5
1593,lock,25567,4
1594,relative,25565,8
1595,somewhere,25521,9
1596,outcome,25511,7
1597,northern,25501,8
1598,silence,25501,7
1599,escape,25480,6
1600,lunch,25475,5
1601,profit,25438,6
1602,intend,25406,6
1603,basically,25403,9
1604,farmer,25384,6
1605,journal,25363,7
1606,assistant,25361,9
1607,instrument,25355,10
1608,expand,25346,6
1609,increasingly,25344,12
1610,loan,25309,4
1611,desk,25304,4
1612,prime,25289,5
1613,analyst,25247,7
1614,fourth,25230,6
1615,coast,25215,5
1616,bomb,25206,4
1617,scientific,25193,10
1618,swing,25192,5
1619,disappear,25180,9
1620,fix,25179,3
1621,consequence,25157,11
1622,metal,25132,5
1623,temperature,25097,11
1624,sidebar,25085,7
1625,regional,25068,8
1626,jury,25056,4
1627,danger,25048,6
1628,commitment,24972,10
1629,kiss,24965,4
1630,corporate,24961,9
1631,apart,24961,5
1632,aside,24941,5
1633,pepper,24915,6
1634,immigrant,24908,9
1635,equal,24837,5
1636,panel,24814,5
1637,proposal,24813,8
1638,conclusion,24805,10
1639,thick,24785,5
1640,enemy,24759,5
1641,emotional,24755,9
1642,predict,24740,7
1643,soul,24666,4
1644,experiment,24658,10
1645,crew,24608,4
1646,adopt,24595,5
1647,terrorist,24576,9
1648,muslim,24561,6
1649,copy,24543,4
1650,surround,24531,8
1651,fashion,24512,7
1652,grand,24503,5
1653,carefully,24496,9
1654,chest,24493,5
1655,moon,24472,4
1656,greatest,24471,8
1657,breast,24395,6
1658,theme,24375,5
1659,regulation,24373,10
1660,invite,24352,6
1661,stir,24346,4
1662,connect,24341,7
1663,fruit,24268,5
1664,library,24266,7
1665,characteristic,24256,14
1666,revenue,24225,7
1667,bottle,24225,6
1668,organize,24201,8
1669,nose,24191,4
1670,advice,24189,6
1671,setting,24159,7
1672,mirror,24158,6
1673,somehow,24131,7
1674,impossible,24088,10
1675,married,24072,7
1676,trend,24028,5
1677,gender,24014,6
1678,difficulty,23977,10
1679,largely,23936,7
1680,scream,23934,6
1681,component,23897,9
1682,intervention,23850,12
1683,generate,23832,8
1684,significantly,23831,13
1685,acknowledge,23806,11
1686,multiple,23805,8
1687,investor,23789,8
1688,conclude,23778,8
1689,traffic,23773,7
1690,anymore,23763,7
1691,ethnic,23752,6
1692,volunteer,23733,9
1693,muscle,23711,6
1694,narrow,23703,6
1695,internal,23697,8
1696,ensure,23647,6
1697,gay,23625,3
1698,era,23604,3
1699,belong,23577,6
1700,recommend,23563,9
1701,shirt,23556,5
1702,currently,23551,9
1703,meal,23544,4
1704,expensive,23537,9
1705,locate,23430,6
1706,permit,23410,6
1707,sick,23385,4
1708,thinking,23374,8
1709,rank,23374,4
1710,propose,23369,7
1711,sentence,23345,8
1712,load,23339,4
1713,notion,23325,6
1714,soil,23316,4
1715,being,23301,5
1716,initial,23297,7
1717,pilot,23259,5
1718,angry,23258,5
1719,unique,23241,6
1720,wheel,23224,5
1721,beauty,23218,6
1722,visitor,23166,7
1723,bell,23159,4
1724,hearing,23149,7
1725,cat,23149,3
1726,voice-over,23146,NA
1727,extent,23108,6
1728,nearby,23101,6
1729,divide,23093,6
1730,seed,22991,4
1731,opposite,22974,8
1732,unlike,22974,6
1733,actual,22962,6
1734,crazy,22953,5
1735,reserve,22951,7
1736,perception,22947,10
1737,sheet,22942,5
1738,emergency,22933,9
1739,steal,22930,5
1740,reference,22928,9
1741,quote,22924,5
1742,appreciate,22921,10
1743,user,22915,4
1744,motion,22899,6
1745,comfortable,22884,11
1746,contemporary,22865,12
1747,mark,22858,4
1748,long-term,22858,NA
1749,wash,22851,4
1750,telephone,22849,9
1751,regime,22831,6
1752,accident,22810,8
1753,bob,22785,3
1754,appearance,22773,10
1755,airport,22746,7
1756,ad,22744,2
1757,row,22733,3
1758,tablespoon,22696,10
1759,possibly,22694,8
1760,estate,22690,6
1761,shock,22658,5
1762,ought,22637,5
1763,capacity,22629,8
1764,branch,22604,6
1765,obvious,22593,7
1766,prefer,22572,6
1767,joke,22562,4
1768,command,22552,7
1769,landscape,22533,9
1770,wrap,22530,4
1771,cloud,22509,5
1772,funny,22485,5
1773,chain,22468,5
1774,percentage,22431,10
1775,truly,22424,5
1776,basketball,22421,10
1777,tight,22406,5
1778,pause,22386,5
1779,rating,22379,6
1780,golf,22360,4
1781,contribution,22337,12
1782,zone,22334,4
1783,mayor,22300,5
1784,ray,22279,3
1785,engineer,22250,8
1786,jewish,22246,6
1787,volume,22239,6
1788,fee,22234,3
1789,tooth,22223,5
1790,hardly,22221,6
1791,meat,22210,4
1792,debt,22191,4
1793,label,22187,5
1794,defend,22172,6
1795,ultimately,22167,10
1796,declare,22126,7
1797,brief,22125,5
1798,reply,22123,5
1799,net,22115,3
1800,dish,22113,4
1801,politician,22067,10
1802,finance,22066,7
1803,smart,22014,5
1804,knock,21989,5
1805,crash,21980,5
1806,ancient,21939,7
1807,golden,21906,6
1808,joint,21891,5
1809,silver,21887,6
1810,frequently,21865,10
1811,requirement,21845,11
1812,investigate,21839,11
1813,coat,21831,4
1814,essential,21816,9
1815,surgery,21813,7
1816,faculty,21805,7
1817,duty,21783,4
1818,extremely,21781,9
1819,bedroom,21771,7
1820,veteran,21766,7
1821,channel,21746,7
1822,circumstance,21743,12
1823,coverage,21727,8
1824,encounter,21724,9
1825,expectation,21710,11
1826,pursue,21708,6
1827,warn,21699,4
1828,objective,21696,9
1829,beneath,21675,7
1830,classic,21671,7
1831,advocate,21659,8
1832,ourselves,21653,9
1833,meanwhile,21647,9
1834,bend,21565,4
1835,beside,21548,6
1836,combination,21540,11
1837,opposition,21538,10
1838,manner,21529,6
1839,busy,21488,4
1840,cream,21488,5
1841,crack,21471,5
1842,shout,21470,5
1843,senator,21437,7
1844,holiday,21425,7
1845,rose,21402,4
1846,rely,21401,4
1847,gene,21394,4
1848,ocean,21375,5
1849,producer,21345,8
1850,pan,21340,3
1851,tone,21310,4
1852,relief,21287,6
1853,achievement,21249,11
1854,length,21198,6
1855,eliminate,21196,9
1856,whisper,21159,7
1857,gray,21156,4
1858,assess,21148,6
1859,wing,21144,4
1860,pour,21142,4
1861,beer,21137,4
1862,solve,21131,5
1863,tank,21081,4
1864,secure,21076,6
1865,protest,21034,7
1866,typical,21020,7
1867,winner,21017,6
1868,switch,21009,6
1869,core,21007,4
1870,vegetable,21002,9
1871,plus,20965,4
1872,clip,20938,4
1873,confirm,20903,7
1874,forth,20889,5
1875,sector,20880,6
1876,confidence,20855,10
1877,orange,20843,6
1878,rare,20819,4
1879,interaction,20792,11
1880,industrial,20755,10
1881,pleasure,20735,8
1882,used,20717,4
1883,afford,20700,6
1884,solid,20659,5
1885,hi,20641,2
1886,welfare,20635,7
1887,somewhat,20631,8
1888,entirely,20610,8
1889,employ,20603,6
1890,cite,20595,4
1891,improvement,20595,11
1892,attract,20594,7
1893,principal,20571,9
1894,anywhere,20567,8
1895,curriculum,20565,10
1896,musical,20559,7
1897,judgment,20548,8
1898,plenty,20546,6
1899,complain,20516,8
1900,specifically,20483,12
1901,convention,20463,10
1902,draft,20460,5
1903,surprised,20426,9
1904,cable,20408,5
1905,increased,20371,9
1906,usual,20362,5
1907,emphasize,20359,9
1908,abortion,20337,8
1909,cheese,20331,6
1910,barely,20323,6
1911,medium,20291,6
1912,definitely,20285,10
1913,anger,20265,5
1914,brush,20241,5
1915,totally,20230,7
1916,climate,20219,7
1917,terrible,20213,8
1918,legislation,20186,11
1919,desert,20173,6
1920,milk,20151,4
1921,urge,20143,4
1922,pitch,20116,5
1923,limited,20108,7
1924,sink,20091,4
1925,topic,20085,5
1926,delay,20062,5
1927,oppose,20058,6
1928,strip,20022,5
1929,prior,20013,5
1930,resolution,19986,10
1931,rural,19984,5
1932,household,19949,9
1933,cheap,19948,5
1934,tired,19931,5
1935,hero,19907,4
1936,seriously,19867,9
1937,typically,19866,9
1938,necessarily,19859,11
1939,stream,19857,6
1940,route,19849,5
1941,fewer,19849,5
1942,captain,19807,7
1943,bike,19803,4
1944,hat,19801,3
1945,upper,19766,5
1946,towards,19763,7
1947,opening,19759,7
1948,visual,19736,6
1949,gate,19716,4
1950,useful,19600,6
1951,smooth,19600,6
1952,everywhere,19596,10
1953,rice,19581,4
1954,construct,19578,9
1955,noise,19572,5
1956,grass,19518,5
1957,invest,19491,6
1958,bet,19470,3
1959,careful,19446,7
1960,campus,19429,6
1961,tea,19429,3
1962,mexican,19408,7
1963,civilian,19408,8
1964,yield,19404,5
1965,illegal,19402,7
1966,accuse,19395,6
1967,sharp,19388,5
1968,loud,19372,4
1969,massive,19360,7
1970,diet,19355,4
1971,incident,19337,8
1972,proud,19313,5
1973,vs,19308,2
1974,vast,19292,4
1975,reject,19288,6
1976,dust,19261,4
1977,merely,19230,6
1978,collapse,19170,8
1979,celebrate,19163,9
1980,creative,19153,8
1981,pose,19143,4
1982,fishing,19137,7
1983,physician,19115,9
1984,expose,19089,6
1985,counter,19046,7
1986,guilty,19008,6
1987,explanation,19007,11
1988,twenty,18972,6
1989,slice,18965,5
1990,uncle,18962,5
1991,steel,18944,5
1992,chip,18938,4
1993,talent,18937,6
1994,apple,18914,5
1995,observation,18911,11
1996,layer,18909,5
1997,highway,18909,7
1998,technical,18893,9
1999,height,18891,6
2000,jersey,18890,6
2001,unfortunately,18876,13
2002,flash,18831,5
2003,approve,18817,7
2004,assistance,18776,10
2005,succeed,18757,7
2006,regarding,18756,9
2007,definition,18748,10
2008,ideal,18748,5
2009,bite,18735,4
2010,scholar,18729,7
2011,cop,18726,3
2012,cap,18724,3
2013,prosecutor,18696,10
2014,enormous,18678,8
2015,jail,18676,4
2016,intellectual,18654,12
2017,angle,18649,5
2018,spin,18646,4
2019,lower,18645,5
2020,acquire,18638,7
2021,depression,18626,10
2022,cycle,18624,5
2023,anything,18616,8
2024,creation,18595,8
2025,spiritual,18578,9
2026,closely,18559,7
2027,pace,18550,4
2028,participation,18521,13
2029,ski,18497,3
2030,bread,18492,5
2031,compete,18488,7
2032,asian,18465,5
2033,passenger,18440,9
2034,phase,18409,5
2035,boot,18407,4
2036,forever,18401,7
2037,corporation,18390,11
2038,convince,18380,8
2039,turkey,18380,6
2040,perceive,18359,8
2041,comparison,18355,10
2042,personality,18354,11
2043,airline,18344,7
2044,hello,18342,5
2045,criticism,18327,9
2046,journalist,18327,10
2047,italian,18313,7
2048,wire,18309,4
2049,funding,18304,7
2050,column,18300,6
2051,virtually,18296,9
2052,discipline,18270,10
2053,resolve,18262,7
2054,peak,18247,4
2055,unusual,18245,7
2056,proper,18245,6
2057,correspondent,18225,13
2058,priority,18211,8
2059,implement,18173,9
2060,cigarette,18168,9
2061,preserve,18167,8
2062,asset,18161,5
2063,sauce,18160,5
2064,payment,18137,7
2065,spending,18134,8
2066,drag,18133,4
2067,revolution,18124,10
2068,primarily,18078,9
2069,besides,18041,7
2070,self,18027,4
2071,roof,18018,4
2072,pot,18018,3
2073,weak,18014,4
2074,exhibit,18010,7
2075,silent,17992,6
2076,agenda,17991,6
2077,plain,17983,5
2078,lab,17974,3
2079,selection,17967,9
2080,existing,17949,8
2081,prayer,17948,6
2082,gaze,17909,4
2083,ban,17906,3
2084,initiative,17902,10
2085,hunter,17893,6
2086,narrative,17887,9
2087,universe,17879,8
2088,lucky,17878,5
2089,housing,17871,7
2090,gap,17859,3
2091,sudden,17843,6
2092,substance,17821,9
2093,mail,17820,4
2094,wet,17810,3
2095,divorce,17794,7
2096,therapy,17793,7
2097,iron,17784,4
2098,childhood,17775,9
2099,exposure,17768,8
2100,consist,17762,7
2101,guarantee,17755,9
2102,grace,17701,5
2103,spanish,17693,7
2104,fundamental,17685,11
2105,alcohol,17669,7
2106,suppose,17655,7
2107,remaining,17654,9
2108,enable,17639,6
2109,trace,17622,5
2110,description,17598,11
2111,transition,17588,10
2112,consistent,17581,10
2113,wedding,17571,7
2114,sand,17570,4
2115,warning,17537,7
2116,adolescent,17520,10
2117,evaluation,17518,10
2118,planning,17509,8
2119,excuse,17502,6
2120,butter,17491,6
2121,sad,17489,3
2122,bother,17489,6
2123,pile,17488,4
2124,error,17487,5
2125,split,17466,5
2126,emotion,17459,7
2127,excellent,17451,9
2128,dig,17443,3
2129,potato,17432,6
2130,championship,17432,12
2131,settlement,17431,10
2132,blind,17427,5
2133,expense,17419,7
2134,symptom,17415,7
2135,dramatic,17408,8
2136,wage,17354,4
2137,album,17346,5
2138,knife,17346,5
2139,juice,17346,5
2140,magic,17339,5
2141,widely,17327,6
2142,factory,17303,7
2143,embrace,17299,7
2144,recover,17291,7
2145,brand,17281,5
2146,deeply,17269,6
2147,jacket,17269,6
2148,transform,17260,9
2149,sale,17248,4
2150,toss,17232,4
2151,saving,17224,6
2152,existence,17223,9
2153,territory,17219,9
2154,calm,17203,4
2155,amazing,17198,7
2156,deficit,17191,7
2157,opponent,17189,8
2158,moreover,17171,8
2159,inform,17168,6
2160,abandon,17158,7
2161,reduction,17156,9
2162,mixture,17154,7
